municipi;col;r;c;value;status
Lladorre;Codi;377;2;251235;
Lladorre;Altitud (m);377;3;1052;
Lladorre;Superfície (km²);377;4;146,98;
Lladorre;Població;377;5;246;
Lladurs;Comarca;378;1;Solsonès;
Lladurs;Codi;378;2;251240;
Lladurs;Altitud (m);378;3;834;
Lladurs;Superfície (km²);378;4;128,03;
Lladurs;Població;378;5;186;
Llagosta, la;Comarca;379;1;Vallès Oriental;
Llagosta, la;Codi;379;2;81056;
Llagosta, la;Altitud (m);379;3;45;
Llagosta, la;Superfície (km²);379;4;3,03;
Llagosta, la;Població;379;5;13254;
Llagostera;Comarca;380;1;Gironès;
Llagostera;Codi;380;2;170890;
Llagostera;Altitud (m);380;3;160;
Llagostera;Superfície (km²);380;4;76,38;
Llagostera;Població;380;5;9579;
Llambilles;Comarca;381;1;Gironès;
Llambilles;Codi;381;2;170904;
Llambilles;Altitud (m);381;3;143;
Llambilles;Superfície (km²);381;4;14,58;
Llambilles;Població;381;5;732;
Llanars;Comarca;382;1;Ripollès;
Llanars;Codi;382;2;170911;
Llanars;Altitud (m);382;3;983;
Llanars;Superfície (km²);382;4;24,73;
Llanars;Població;382;5;517;
Llançà;Comarca;383;1;Alt Empordà;
Llançà;Codi;383;2;170926;
Llançà;Altitud (m);383;3;4;
Llançà;Superfície (km²);383;4;27,98;
Llançà;Població;383;5;5033;
Llardecans;Comarca;384;1;Segrià;
Llardecans;Codi;384;2;251253;
Llardecans;Altitud (m);384;3;397;
Llardecans;Superfície (km²);384;4;66,04;
Llardecans;Població;384;5;444;
Llavorsí;Comarca;385;1;Pallars Sobirà;
Llavorsí;Codi;385;2;251266;
Llavorsí;Altitud (m);385;3;811;
Llavorsí;Superfície (km²);385;4;68,51;
Llavorsí;Població;385;5;343;
Lleida;Comarca;386;1;Segrià;
Lleida;Codi;386;2;251207;
Lleida;Altitud (m);386;3;155;
Lleida;Superfície (km²);386;4;212,3;
Lleida;Població;386;5;147369;
Llers;Comarca;387;1;Alt Empordà;
Llers;Codi;387;2;170932;
Llers;Altitud (m);387;3;142;
Llers;Superfície (km²);387;4;21,28;
Llers;Població;387;5;1268;
Lles de Cerdanya;Comarca;388;1;Cerdanya;
Lles de Cerdanya;Codi;388;2;251272;
Lles de Cerdanya;Altitud (m);388;3;1471;
Lles de Cerdanya;Superfície (km²);388;4;102,79;
Lles de Cerdanya;Població;388;5;294;
Lliçà d'Amunt;Comarca;389;1;Vallès Oriental;
Lliçà d'Amunt;Codi;389;2;81075;
Lliçà d'Amunt;Altitud (m);389;3;145;
Lliçà d'Amunt;Superfície (km²);389;4;22,33;
Lliçà d'Amunt;Població;389;5;16519;
Lliçà de Vall;Comarca;390;1;Vallès Oriental;
Lliçà de Vall;Codi;390;2;81081;
Lliçà de Vall;Altitud (m);390;3;125;
Lliçà de Vall;Superfície (km²);390;4;10,83;
Lliçà de Vall;Població;390;5;6891;
Llimiana;Comarca;391;1;Pallars Jussà;
Llimiana;Codi;391;2;251288;
Llimiana;Altitud (m);391;3;790;
Llimiana;Superfície (km²);391;4;41,68;
Llimiana;Població;391;5;130;
Llinars del Vallès;Comarca;392;1;Vallès Oriental;
Llinars del Vallès;Codi;392;2;81069;
Llinars del Vallès;Altitud (m);392;3;198;
Llinars del Vallès;Superfície (km²);392;4;27,63;
Llinars del Vallès;Població;392;5;10931;
Llívia;Comarca;393;1;Cerdanya;
Llívia;Codi;393;2;170947;
Llívia;Altitud (m);393;3;1224;
Llívia;Superfície (km²);393;4;12,93;
Llívia;Població;393;5;1572;
Lloar, el;Comarca;394;1;Priorat;
Lloar, el;Codi;394;2;430727;
Lloar, el;Altitud (m);394;3;219;
Lloar, el;Superfície (km²);394;4;6,64;
Lloar, el;Població;394;5;100;
Llobera;Comarca;395;1;Solsonès;
Llobera;Codi;395;2;251291;
Llobera;Altitud (m);395;3;855;
Llobera;Superfície (km²);395;4;39,23;
Llobera;Població;395;5;201;
Llorac;Comarca;396;1;Conca de Barberà;
Llorac;Codi;396;2;430733;
Llorac;Altitud (m);396;3;648;
Llorac;Superfície (km²);396;4;23,33;
Llorac;Població;396;5;105;
Llorenç del Penedès;Comarca;397;1;Baix Penedès;
Llorenç del Penedès;Codi;397;2;430748;
Llorenç del Penedès;Altitud (m);397;3;162;
Llorenç del Penedès;Superfície (km²);397;4;4,61;
Llorenç del Penedès;Població;397;5;2426;
Lloret de Mar;Comarca;398;1;Selva;
Lloret de Mar;Codi;398;2;170950;
Lloret de Mar;Altitud (m);398;3;5;
Lloret de Mar;Superfície (km²);398;4;48,71;
Lloret de Mar;Població;398;5;41944;
Llosses, les;Comarca;399;1;Ripollès;
Llosses, les;Codi;399;2;170963;
Llosses, les;Altitud (m);399;3;895;
Llosses, les;Superfície (km²);399;4;114,02;
Llosses, les;Població;399;5;197;
Lluçà;Comarca;400;1;Lluçanès;
Lluçà;Codi;400;2;81094;
Lluçà;Altitud (m);400;3;745;
Lluçà;Superfície (km²);400;4;52,98;
Lluçà;Població;400;5;280;
Maçanet de Cabrenys;Comarca;401;1;Alt Empordà;
Maçanet de Cabrenys;Codi;401;2;171024;
Maçanet de Cabrenys;Altitud (m);401;3;370;
Maçanet de Cabrenys;Superfície (km²);401;4;67,91;
Maçanet de Cabrenys;Població;401;5;768;
Maçanet de la Selva;Comarca;402;1;Selva;
Maçanet de la Selva;Codi;402;2;171030;
Maçanet de la Selva;Altitud (m);402;3;100;
Maçanet de la Selva;Superfície (km²);402;4;45,58;
Maçanet de la Selva;Població;402;5;8065;
Madremanya;Comarca;403;1;Gironès;
Madremanya;Codi;403;2;170979;
Madremanya;Altitud (m);403;3;177;
Madremanya;Superfície (km²);403;4;13,72;
Madremanya;Població;403;5;277;
Maià de Montcal;Comarca;404;1;Garrotxa;
Maià de Montcal;Codi;404;2;170985;
Maià de Montcal;Altitud (m);404;3;241;
Maià de Montcal;Superfície (km²);404;4;17,29;
Maià de Montcal;Població;404;5;498;
Maials;Comarca;405;1;Segrià;
Maials;Codi;405;2;251333;
Maials;Altitud (m);405;3;395;
Maials;Superfície (km²);405;4;57,08;
Maials;Població;405;5;945;
Maldà;Comarca;406;1;Urgell;
Maldà;Codi;406;2;251305;
Maldà;Altitud (m);406;3;428;
Maldà;Superfície (km²);406;4;31,36;
Maldà;Població;406;5;240;
Malgrat de Mar;Comarca;407;1;Maresme;
Malgrat de Mar;Codi;407;2;81108;
Malgrat de Mar;Altitud (m);407;3;4;
Malgrat de Mar;Superfície (km²);407;4;8,82;
Malgrat de Mar;Població;407;5;19630;
Malla;Comarca;408;1;Osona;
Malla;Codi;408;2;81115;
Malla;Altitud (m);408;3;580;
Malla;Superfície (km²);408;4;11,01;
Malla;Població;408;5;286;
Manlleu;Comarca;409;1;Osona;
Manlleu;Codi;409;2;81120;
Manlleu;Altitud (m);409;3;461;
Manlleu;Superfície (km²);409;4;17,17;
Manlleu;Població;409;5;21321;
Manresa;Comarca;410;1;Bages;
Manresa;Codi;410;2;81136;
Manresa;Altitud (m);410;3;238;
Manresa;Superfície (km²);410;4;41,64;
Manresa;Població;410;5;80692;
Marçà;Comarca;411;1;Priorat;
Marçà;Codi;411;2;430764;
Marçà;Altitud (m);411;3;315;
Marçà;Superfície (km²);411;4;16,06;
Marçà;Població;411;5;624;
Margalef;Comarca;412;1;Priorat;
Margalef;Codi;412;2;430751;
Margalef;Altitud (m);412;3;379;
Margalef;Superfície (km²);412;4;34,66;
Margalef;Població;412;5;110;
Marganell;Comarca;413;1;Bages;
Marganell;Codi;413;2;82423;
Marganell;Altitud (m);413;3;291;
Marganell;Superfície (km²);413;4;13,53;
Marganell;Població;413;5;311;
Martorell;Comarca;414;1;Baix Llobregat;
Martorell;Codi;414;2;81141;
Martorell;Altitud (m);414;3;56;
Martorell;Superfície (km²);414;4;12,76;
Martorell;Població;414;5;28989;
Martorelles;Comarca;415;1;Vallès Oriental;
Martorelles;Codi;415;2;81154;
Martorelles;Altitud (m);415;3;96;
Martorelles;Superfície (km²);415;4;3,61;
Martorelles;Població;415;5;4987;
Mas de Barberans;Comarca;416;1;Montsià;
Mas de Barberans;Codi;416;2;430770;
Mas de Barberans;Altitud (m);416;3;348;
Mas de Barberans;Superfície (km²);416;4;78,8;
Mas de Barberans;Població;416;5;535;
Masarac i Vilarnadal;Comarca;417;1;Alt Empordà;
Masarac i Vilarnadal;Codi;417;2;171002;
Masarac i Vilarnadal;Altitud (m);417;3;85;
Masarac i Vilarnadal;Superfície (km²);417;4;12,55;
Masarac i Vilarnadal;Població;417;5;291;
Masdenverge;Comarca;418;1;Montsià;
Masdenverge;Codi;418;2;430786;
Masdenverge;Altitud (m);418;3;54;
Masdenverge;Superfície (km²);418;4;14,61;
Masdenverge;Població;418;5;1145;
Masies de Roda, les;Comarca;419;1;Osona;
Masies de Roda, les;Codi;419;2;81167;
Masies de Roda, les;Altitud (m);419;3;468;
Masies de Roda, les;Superfície (km²);419;4;16,46;
Masies de Roda, les;Població;419;5;758;
Masies de Voltregà, les;Comarca;420;1;Osona;
Masies de Voltregà, les;Codi;420;2;81173;
Masies de Voltregà, les;Altitud (m);420;3;533;
Masies de Voltregà, les;Superfície (km²);420;4;22,35;
Masies de Voltregà, les;Població;420;5;3345;
Masllorenç;Comarca;421;1;Baix Penedès;
Masllorenç;Codi;421;2;430799;
Masllorenç;Altitud (m);421;3;304;
Masllorenç;Superfície (km²);421;4;6,55;
Masllorenç;Població;421;5;568;
Masnou, el;Comarca;422;1;Maresme;
Masnou, el;Codi;422;2;81189;
Masnou, el;Altitud (m);422;3;27;
Masnou, el;Superfície (km²);422;4;3,39;
Masnou, el;Població;422;5;24727;
Masó, la;Comarca;423;1;Alt Camp;
Masó, la;Codi;423;2;430803;
Masó, la;Altitud (m);423;3;115;
Masó, la;Superfície (km²);423;4;3,57;
Masó, la;Població;423;5;308;
Maspujols;Comarca;424;1;Baix Camp;
Maspujols;Codi;424;2;430810;
Maspujols;Altitud (m);424;3;214;
Maspujols;Superfície (km²);424;4;3,66;
Maspujols;Població;424;5;917;
Masquefa;Comarca;425;1;Anoia;
Masquefa;Codi;425;2;81192;
Masquefa;Altitud (m);425;3;257;
Masquefa;Superfície (km²);425;4;17,06;
Masquefa;Població;425;5;10111;
Masroig, el;Comarca;426;1;Priorat;
Masroig, el;Codi;426;2;430825;
Masroig, el;Altitud (m);426;3;192;
Masroig, el;Superfície (km²);426;4;15,51;
Masroig, el;Població;426;5;477;
Massalcoreig;Comarca;427;1;Segrià;
Massalcoreig;Codi;427;2;251312;
Massalcoreig;Altitud (m);427;3;94;
Massalcoreig;Superfície (km²);427;4;14,14;
Massalcoreig;Població;427;5;589;
Massanes;Comarca;428;1;Selva;
Massanes;Codi;428;2;171019;
Massanes;Altitud (m);428;3;164;
Massanes;Superfície (km²);428;4;26,07;
Massanes;Població;428;5;881;
Massoteres;Comarca;429;1;Segarra;
Massoteres;Codi;429;2;251327;
Massoteres;Altitud (m);429;3;502;
Massoteres;Superfície (km²);429;4;26,11;
Massoteres;Població;429;5;226;
Matadepera;Comarca;430;1;Vallès Occidental;
Matadepera;Codi;430;2;81206;
Matadepera;Altitud (m);430;3;423;
Matadepera;Superfície (km²);430;4;25,36;
Matadepera;Població;430;5;9808;
Mataró;Comarca;431;1;Maresme;
Mataró;Codi;431;2;81213;
Mataró;Altitud (m);431;3;28;
Mataró;Superfície (km²);431;4;22,53;
Mataró;Població;431;5;131370;
Mediona;Comarca;432;1;Alt Penedès;
Mediona;Codi;432;2;81228;
Mediona;Altitud (m);432;3;430;
Mediona;Superfície (km²);432;4;47,55;
Mediona;Població;432;5;2664;
Menàrguens;Comarca;433;1;Noguera;
Menàrguens;Codi;433;2;251348;
Menàrguens;Altitud (m);433;3;205;
Menàrguens;Superfície (km²);433;4;20,25;
Menàrguens;Població;433;5;802;
Meranges;Comarca;434;1;Cerdanya;
Meranges;Codi;434;2;170998;
Meranges;Altitud (m);434;3;1539;
Meranges;Superfície (km²);434;4;37,34;
Meranges;Població;434;5;111;
Mieres;Comarca;435;1;Garrotxa;
Mieres;Codi;435;2;171058;
Mieres;Altitud (m);435;3;286;
Mieres;Superfície (km²);435;4;26,29;
Mieres;Població;435;5;368;
Milà, el;Comarca;436;1;Alt Camp;
Milà, el;Codi;436;2;430831;
Milà, el;Altitud (m);436;3;166;
Milà, el;Superfície (km²);436;4;4,13;
Milà, el;Població;436;5;194;
Miralcamp;Comarca;437;1;Pla d'Urgell;
Miralcamp;Codi;437;2;251351;
Miralcamp;Altitud (m);437;3;287;
Miralcamp;Superfície (km²);437;4;14,87;
Miralcamp;Població;437;5;1359;
Miravet;Comarca;438;1;Ribera d'Ebre;
Miravet;Codi;438;2;430846;
Miravet;Altitud (m);438;3;43;
Miravet;Superfície (km²);438;4;32,33;
Miravet;Població;438;5;701;
Moià;Comarca;439;1;Moianès;
Moià;Codi;439;2;81385;
Moià;Altitud (m);439;3;717;
Moià;Superfície (km²);439;4;75,31;
Moià;Població;439;5;6807;
Molar, el;Comarca;440;1;Priorat;
Molar, el;Codi;440;2;430859;
Molar, el;Altitud (m);440;3;228;
Molar, el;Superfície (km²);440;4;22,81;
Molar, el;Població;440;5;301;
Molins de Rei;Comarca;441;1;Baix Llobregat;
Molins de Rei;Codi;441;2;81234;
Molins de Rei;Altitud (m);441;3;37;
Molins de Rei;Superfície (km²);441;4;15,94;
Molins de Rei;Població;441;5;27291;
Mollerussa;Comarca;442;1;Pla d'Urgell;
Mollerussa;Codi;442;2;251370;
Mollerussa;Altitud (m);442;3;250;
Mollerussa;Superfície (km²);442;4;7,08;
Mollerussa;Població;442;5;16016;
Mollet de Peralada;Comarca;443;1;Alt Empordà;
Mollet de Peralada;Codi;443;2;171061;
Mollet de Peralada;Altitud (m);443;3;59;
Mollet de Peralada;Superfície (km²);443;4;6,04;
Mollet de Peralada;Població;443;5;202;
Mollet del Vallès;Comarca;444;1;Vallès Oriental;
Mollet del Vallès;Codi;444;2;81249;
Mollet del Vallès;Altitud (m);444;3;65;
Mollet del Vallès;Superfície (km²);444;4;10,77;
Mollet del Vallès;Població;444;5;52759;
Molló;Comarca;445;1;Ripollès;
Molló;Codi;445;2;171077;
Molló;Altitud (m);445;3;1182;
Molló;Superfície (km²);445;4;43,09;
Molló;Població;445;5;350;
Molsosa, la;Comarca;446;1;Solsonès;
Molsosa, la;Codi;446;2;251364;
Molsosa, la;Altitud (m);446;3;667;
Molsosa, la;Superfície (km²);446;4;26,89;
Molsosa, la;Població;446;5;101;
Monistrol de Calders;Comarca;447;1;Moianès;
Monistrol de Calders;Codi;447;2;81287;
Monistrol de Calders;Altitud (m);447;3;447;
Monistrol de Calders;Superfície (km²);447;4;21,97;
Monistrol de Calders;Població;447;5;764;
Monistrol de Montserrat;Comarca;448;1;Bages;
Monistrol de Montserrat;Codi;448;2;81271;
Monistrol de Montserrat;Altitud (m);448;3;161;
Monistrol de Montserrat;Superfície (km²);448;4;11,77;
Monistrol de Montserrat;Població;448;5;3233;
Montagut i Oix;Comarca;449;1;Garrotxa;
Montagut i Oix;Codi;449;2;171096;
Montagut i Oix;Altitud (m);449;3;276;
Montagut i Oix;Superfície (km²);449;4;93,7;
Montagut i Oix;Població;449;5;1014;
Montblanc;Comarca;450;1;Conca de Barberà;
Montblanc;Codi;450;2;430862;
Montblanc;Altitud (m);450;3;350;
Montblanc;Superfície (km²);450;4;91,07;
Montblanc;Població;450;5;7568;
Montbrió del Camp;Comarca;451;1;Baix Camp;
Montbrió del Camp;Codi;451;2;430884;
Montbrió del Camp;Altitud (m);451;3;132;
Montbrió del Camp;Superfície (km²);451;4;10,7;
Montbrió del Camp;Població;451;5;3167;
Montcada i Reixac;Comarca;452;1;Vallès Occidental;
Montcada i Reixac;Codi;452;2;81252;
Montcada i Reixac;Altitud (m);452;3;36;
Montcada i Reixac;Superfície (km²);452;4;23,47;
Montcada i Reixac;Població;452;5;37446;
Montclar;Comarca;453;1;Berguedà;
Montclar;Codi;453;2;81304;
Montclar;Altitud (m);453;3;728;
Montclar;Superfície (km²);453;4;21,89;
Montclar;Població;453;5;133;
Montellà i Martinet;Comarca;454;1;Cerdanya;
Montellà i Martinet;Codi;454;2;251399;
Montellà i Martinet;Altitud (m);454;3;967;
Montellà i Martinet;Superfície (km²);454;4;54,95;
Montellà i Martinet;Població;454;5;605;
Montesquiu;Comarca;455;1;Osona;
Montesquiu;Codi;455;2;81311;
Montesquiu;Altitud (m);455;3;577;
Montesquiu;Superfície (km²);455;4;4,94;
Montesquiu;Població;455;5;1133;
Montferrer i Castellbò;Comarca;456;1;Alt Urgell;
Montferrer i Castellbò;Codi;456;2;251403;
Montferrer i Castellbò;Altitud (m);456;3;732;
Montferrer i Castellbò;Superfície (km²);456;4;176,66;
Montferrer i Castellbò;Població;456;5;1161;
Montferri;Comarca;457;1;Alt Camp;
Montferri;Codi;457;2;430897;
Montferri;Altitud (m);457;3;229;
Montferri;Superfície (km²);457;4;19,15;
Montferri;Població;457;5;509;
Montgai;Comarca;458;1;Noguera;
Montgai;Codi;458;2;251386;
Montgai;Altitud (m);458;3;286;
Montgai;Superfície (km²);458;4;28,94;
Montgai;Població;458;5;643;
Montgat;Comarca;459;1;Maresme;
Montgat;Codi;459;2;81265;
Montgat;Altitud (m);459;3;20;
Montgat;Superfície (km²);459;4;2,91;
Montgat;Població;459;5;12835;
Montmajor;Comarca;460;1;Berguedà;
Montmajor;Codi;460;2;81326;
Montmajor;Altitud (m);460;3;756;
Montmajor;Superfície (km²);460;4;76,49;
Montmajor;Població;460;5;471;
Montmaneu;Comarca;461;1;Anoia;
Montmaneu;Codi;461;2;81332;
Montmaneu;Altitud (m);461;3;709;
Montmaneu;Superfície (km²);461;4;13,62;
Montmaneu;Població;461;5;182;
Montmell, el;Comarca;462;1;Baix Penedès;
Montmell, el;Codi;462;2;430901;
Montmell, el;Altitud (m);462;3;429;
Montmell, el;Superfície (km²);462;4;72,8;
Montmell, el;Població;462;5;1945;
Montmeló;Comarca;463;1;Vallès Oriental;
Montmeló;Codi;463;2;81350;
Montmeló;Altitud (m);463;3;72;
Montmeló;Superfície (km²);463;4;4;
Montmeló;Població;463;5;8868;
Montoliu de Lleida;Comarca;464;1;Segrià;
Montoliu de Lleida;Codi;464;2;251425;
Montoliu de Lleida;Altitud (m);464;3;166;
Montoliu de Lleida;Superfície (km²);464;4;7,34;
Montoliu de Lleida;Població;464;5;491;
Montoliu de Segarra;Comarca;465;1;Segarra;
Montoliu de Segarra;Codi;465;2;251410;
Montoliu de Segarra;Altitud (m);465;3;689;
Montoliu de Segarra;Superfície (km²);465;4;29,47;
Montoliu de Segarra;Població;465;5;182;
Montornès de Segarra;Comarca;466;1;Segarra;
Montornès de Segarra;Codi;466;2;251431;
Montornès de Segarra;Altitud (m);466;3;605;
Montornès de Segarra;Superfície (km²);466;4;12,32;
Montornès de Segarra;Població;466;5;87;
Montornès del Vallès;Comarca;467;1;Vallès Oriental;
Montornès del Vallès;Codi;467;2;81363;
Montornès del Vallès;Altitud (m);467;3;116;
Montornès del Vallès;Superfície (km²);467;4;10,23;
Montornès del Vallès;Població;467;5;17062;
Mont-ral;Comarca;468;1;Alt Camp;
Mont-ral;Codi;468;2;430918;
Mont-ral;Altitud (m);468;3;888;
Mont-ral;Superfície (km²);468;4;34,72;
Mont-ral;Població;468;5;176;
Mont-ras;Comarca;469;1;Baix Empordà;
Mont-ras;Codi;469;2;171100;
Mont-ras;Altitud (m);469;3;88;
Mont-ras;Superfície (km²);469;4;12,31;
Mont-ras;Població;469;5;1690;
Mont-roig del Camp;Comarca;470;1;Baix Camp;
Mont-roig del Camp;Codi;470;2;430923;
Mont-roig del Camp;Altitud (m);470;3;120;
Mont-roig del Camp;Superfície (km²);470;4;63,32;
Mont-roig del Camp;Població;470;5;14652;
Montseny;Comarca;471;1;Vallès Oriental;
Montseny;Codi;471;2;81379;
Montseny;Altitud (m);471;3;528;
Montseny;Superfície (km²);471;4;26,77;
Montseny;Població;471;5;387;
Móra d'Ebre;Comarca;472;1;Ribera d'Ebre;
Móra d'Ebre;Codi;472;2;430939;
Móra d'Ebre;Altitud (m);472;3;38;
Móra d'Ebre;Superfície (km²);472;4;45,12;
Móra d'Ebre;Població;472;5;5841;
Móra la Nova;Comarca;473;1;Ribera d'Ebre;
Móra la Nova;Codi;473;2;430944;
Móra la Nova;Altitud (m);473;3;31;
Móra la Nova;Superfície (km²);473;4;15,93;
Móra la Nova;Població;473;5;3365;
Morell, el;Comarca;474;1;Tarragonès;
Morell, el;Codi;474;2;430957;
Morell, el;Altitud (m);474;3;104;
Morell, el;Superfície (km²);474;4;5,94;
Morell, el;Població;474;5;3811;
Morera de Montsant, la;Comarca;475;1;Priorat;
Morera de Montsant, la;Codi;475;2;430960;
Morera de Montsant, la;Altitud (m);475;3;743;
Morera de Montsant, la;Superfície (km²);475;4;52,88;
Morera de Montsant, la;Població;475;5;154;
Muntanyola;Comarca;476;1;Osona;
Muntanyola;Codi;476;2;81290;
Muntanyola;Altitud (m);476;3;807;
Muntanyola;Superfície (km²);476;4;40,3;
Muntanyola;Població;476;5;700;
Mura;Comarca;477;1;Bages;
Mura;Codi;477;2;81398;
Mura;Altitud (m);477;3;454;
Mura;Superfície (km²);477;4;47,79;
Mura;Població;477;5;234;
Nalec;Comarca;478;1;Urgell;
Nalec;Codi;478;2;251459;
Nalec;Altitud (m);478;3;487;
Nalec;Superfície (km²);478;4;9,25;
Nalec;Població;478;5;91;
Naut Aran;Comarca;479;1;Aran;
Naut Aran;Codi;479;2;250254;
Naut Aran;Altitud (m);479;3;1267;
Naut Aran;Superfície (km²);479;4;255,75;
Naut Aran;Població;479;5;1893;
Navarcles;Comarca;480;1;Bages;
Navarcles;Codi;480;2;81402;
Navarcles;Altitud (m);480;3;269;
Navarcles;Superfície (km²);480;4;5,52;
Navarcles;Població;480;5;6277;
Navàs;Comarca;481;1;Bages;
Navàs;Codi;481;2;81419;
Navàs;Altitud (m);481;3;370;
Navàs;Superfície (km²);481;4;80,62;
Navàs;Població;481;5;6242;
Navata;Comarca;482;1;Alt Empordà;
Navata;Codi;482;2;171117;
Navata;Altitud (m);482;3;145;
Navata;Superfície (km²);482;4;18,48;
Navata;Població;482;5;1504;
Navès;Comarca;483;1;Solsonès;
Navès;Codi;483;2;251462;
Navès;Altitud (m);483;3;610;
Navès;Superfície (km²);483;4;145,27;
Navès;Població;483;5;297;
Nou de Berguedà, la;Comarca;484;1;Berguedà;
Nou de Berguedà, la;Codi;484;2;81424;
Nou de Berguedà, la;Altitud (m);484;3;876;
Nou de Berguedà, la;Superfície (km²);484;4;25,01;
Nou de Berguedà, la;Població;484;5;163;
Nou de Gaià, la;Comarca;485;1;Tarragonès;
Nou de Gaià, la;Codi;485;2;430976;
Nou de Gaià, la;Altitud (m);485;3;93;
Nou de Gaià, la;Superfície (km²);485;4;4,32;
Nou de Gaià, la;Població;485;5;602;
Nulles;Comarca;486;1;Alt Camp;
Nulles;Codi;486;2;430982;
Nulles;Altitud (m);486;3;231;
